,0,1,2
3219,0,1,0
3220,0,1,0
3221,1,0,0
3222,0,0,1
3223,1,0,0
3224,1,0,0
3225,1,0,0
3226,1,0,0
3227,1,0,0
3228,0,1,0
3229,1,0,0
3230,0,0,1
3231,0,1,0
3232,0,1,0
3233,1,0,0
3234,0,0,1
3235,0,0,1
3236,1,0,0
3237,1,0,0
3238,1,0,0
3239,0,1,0
3240,1,0,0
3241,1,0,0
3242,1,0,0
3243,0,1,0
3244,0,1,0
3245,0,1,0
3246,0,0,1
3247,0,1,0
3248,0,1,0
3249,0,1,0
3250,1,0,0
3251,0,0,1
3252,0,0,1
3253,0,1,0
3254,0,1,0
3255,1,0,0
3256,0,1,0
3257,0,1,0
3258,0,1,0
3259,1,0,0
3260,1,0,0
3261,0,0,1
3262,0,0,1
3263,1,0,0
3264,0,0,1
3265,0,1,0
3266,0,0,1
3267,1,0,0
3268,0,1,0
3269,0,0,1
3270,0,1,0
3271,1,0,0
3272,0,0,1
3273,0,0,1
3274,0,1,0
3275,0,1,0
3276,0,0,1
3277,1,0,0
3278,0,1,0
3279,1,0,0
3280,0,0,1
3281,0,1,0
3282,0,1,0
3283,0,1,0
3284,0,1,0
3285,0,1,0
3286,1,0,0
3287,0,1,0
3288,1,0,0
3289,0,0,1
3290,1,0,0
3291,1,0,0
3292,0,0,1
3293,0,1,0
3294,1,0,0
3295,1,0,0
3296,0,1,0
3297,0,1,0
3298,0,1,0
3299,1,0,0
3300,0,1,0
3301,0,0,1
3302,0,0,1
3303,0,1,0
3304,1,0,0
3305,0,1,0
3306,0,0,1
3307,0,0,1
3308,1,0,0
3309,0,1,0
3310,0,1,0
3311,0,0,1
3312,0,1,0
3313,1,0,0
3314,0,1,0
3315,0,0,1
3316,0,0,1
3317,1,0,0
3318,0,1,0
3319,0,1,0
3320,0,0,1
3321,1,0,0
3322,0,1,0
3323,0,0,1
3324,0,1,0
3325,1,0,0
3326,0,1,0
3327,0,1,0
3328,0,1,0
3329,1,0,0
3330,0,0,1
3331,0,1,0
3332,1,0,0
3333,0,0,1
3334,0,1,0
3335,0,1,0
3336,0,1,0
3337,0,1,0
3338,0,0,1
3339,0,0,1
3340,0,1,0
3341,1,0,0
3342,0,1,0
3343,0,0,1
3344,0,1,0
3345,0,0,1
3346,0,0,1
3347,0,1,0
3348,0,0,1
3349,0,1,0
3350,1,0,0
3351,1,0,0
3352,0,1,0
3353,0,1,0
3354,0,1,0
3355,1,0,0
3356,0,0,1
3357,1,0,0
3358,0,1,0
3359,0,1,0
3360,0,1,0
3361,1,0,0
3362,0,1,0
3363,0,1,0
3364,0,1,0
3365,0,0,1
3366,0,0,1
3367,0,1,0
3368,0,0,1
3369,0,0,1
3370,0,1,0
3371,1,0,0
3372,1,0,0
3373,1,0,0
3374,0,1,0
3375,0,0,1
3376,0,1,0
3377,0,0,1
3378,1,0,0
3379,1,0,0
3380,0,0,1
3381,1,0,0
3382,0,0,1
3383,0,0,1
3384,1,0,0
3385,1,0,0
3386,1,0,0
3387,0,1,0
3388,0,1,0
3389,0,0,1
3390,1,0,0
3391,0,1,0
3392,0,0,1
3393,0,0,1
3394,1,0,0
3395,1,0,0
3396,1,0,0
3397,0,0,1
3398,0,1,0
3399,0,1,0
3400,0,1,0
3401,0,1,0
3402,0,1,0
3403,0,0,1
3404,0,0,1
3405,0,1,0
3406,1,0,0
3407,1,0,0
3408,1,0,0
3409,0,0,1
3410,0,0,1
3411,0,1,0
3412,0,1,0
3413,0,1,0
3414,0,1,0
3415,0,1,0
3416,0,1,0
3417,1,0,0
3418,0,0,1
3419,0,0,1
3420,0,0,1
3421,1,0,0
3422,1,0,0
3423,0,1,0
3424,0,1,0
3425,1,0,0
3426,1,0,0
3427,0,1,0
3428,1,0,0
3429,0,0,1
3430,1,0,0
3431,0,1,0
3432,0,1,0
3433,1,0,0
3434,1,0,0
3435,0,0,1
3436,0,1,0
3437,0,1,0
3438,0,1,0
3439,0,0,1
3440,1,0,0
3441,0,0,1
3442,0,1,0
3443,0,1,0
3444,1,0,0
3445,1,0,0
3446,0,1,0
3447,0,1,0
3448,1,0,0
3449,0,1,0
3450,0,1,0
3451,0,0,1
3452,0,1,0
3453,0,0,1
3454,0,1,0
3455,0,0,1
3456,0,1,0
3457,1,0,0
3458,1,0,0
3459,0,0,1
3460,0,0,1
3461,0,1,0
3462,0,0,1
3463,0,1,0
3464,0,0,1
3465,1,0,0
3466,1,0,0
3467,0,0,1
3468,1,0,0
3469,0,1,0
3470,0,0,1
3471,0,1,0
3472,0,0,1
3473,0,1,0
3474,1,0,0
3475,0,1,0
3476,0,1,0
3477,1,0,0
3478,0,1,0
3479,0,0,1
3480,1,0,0
3481,1,0,0
3482,0,1,0
3483,0,1,0
3484,0,1,0
3485,0,1,0
3486,0,0,1
3487,0,1,0
3488,0,1,0
3489,0,1,0
3490,1,0,0
3491,1,0,0
3492,0,1,0
3493,0,1,0
3494,0,0,1
3495,1,0,0
3496,0,1,0
3497,1,0,0
3498,1,0,0
3499,0,0,1
3500,1,0,0
3501,0,0,1
3502,1,0,0
3503,0,0,1
3504,1,0,0
3505,0,0,1
3506,0,0,1
3507,0,0,1
3508,0,1,0
3509,0,1,0
3510,1,0,0
3511,0,0,1
3512,1,0,0
3513,0,1,0
3514,1,0,0
3515,0,0,1
3516,1,0,0
3517,0,1,0
3518,0,1,0
3519,0,1,0
3520,1,0,0
3521,1,0,0
3522,0,0,1
3523,0,0,1
3524,0,1,0
3525,0,1,0
3526,1,0,0
3527,1,0,0
3528,1,0,0
3529,0,1,0
3530,1,0,0
3531,0,0,1
3532,0,0,1
3533,0,1,0
3534,0,0,1
3535,0,1,0
3536,0,0,1
3537,0,1,0
3538,0,1,0
3539,0,0,1
3540,0,0,1
3541,0,1,0
3542,0,1,0
3543,1,0,0
3544,0,1,0
3545,1,0,0
3546,0,1,0
3547,0,1,0
3548,0,1,0
3549,0,1,0
3550,0,1,0
3551,1,0,0
3552,0,0,1
3553,1,0,0
3554,0,1,0
3555,0,0,1
3556,0,1,0
3557,0,0,1
3558,0,1,0
3559,0,0,1
3560,0,0,1
3561,0,1,0
3562,1,0,0
3563,0,0,1
3564,0,0,1
3565,0,0,1
3566,0,1,0
3567,0,1,0
3568,0,0,1
3569,0,1,0
3570,1,0,0
3571,0,0,1
3572,0,0,1
3573,0,0,1
3574,0,1,0
3575,0,0,1
3576,1,0,0
3577,0,0,1
3578,0,1,0
3579,0,1,0
3580,1,0,0
3581,0,1,0
3582,0,1,0
3583,1,0,0
3584,1,0,0
3585,0,0,1
3586,1,0,0
3587,0,0,1
3588,0,1,0
3589,0,1,0
3590,0,0,1
3591,0,1,0
3592,0,0,1
3593,0,0,1
3594,0,1,0
3595,0,1,0
3596,0,1,0
3597,0,0,1
3598,0,1,0
3599,0,1,0
3600,0,1,0
3601,0,0,1
3602,0,1,0
3603,1,0,0
3604,0,0,1
3605,1,0,0
3606,1,0,0
3607,0,1,0
3608,0,1,0
3609,1,0,0
3610,1,0,0
3611,0,1,0
3612,0,1,0
3613,1,0,0
3614,0,0,1
3615,1,0,0
3616,0,1,0
3617,1,0,0
3618,0,1,0
3619,0,0,1
3620,0,0,1
3621,0,0,1
3622,1,0,0
3623,0,0,1
3624,0,1,0
3625,0,1,0
3626,0,1,0
3627,0,0,1
3628,1,0,0
3629,0,0,1
3630,0,1,0
3631,0,1,0
3632,1,0,0
3633,0,1,0
3634,0,0,1
3635,0,0,1
3636,1,0,0
3637,0,1,0
3638,0,1,0
3639,0,1,0
3640,0,0,1
3641,0,0,1
3642,0,1,0
3643,0,1,0
3644,0,0,1
3645,0,0,1
3646,1,0,0
3647,1,0,0
3648,0,1,0
3649,0,0,1
3650,0,0,1
3651,0,0,1
3652,0,1,0
3653,0,1,0
3654,0,0,1
3655,1,0,0
3656,1,0,0
3657,0,1,0
3658,0,0,1
3659,1,0,0
3660,0,1,0
3661,0,1,0
3662,0,0,1
3663,0,0,1
3664,0,1,0
3665,0,1,0
3666,1,0,0
3667,0,0,1
3668,0,0,1
3669,1,0,0
3670,0,1,0
3671,0,1,0
3672,0,0,1
3673,0,1,0
3674,0,1,0
3675,1,0,0
3676,0,1,0
3677,1,0,0
3678,0,0,1
3679,0,1,0
3680,1,0,0
3681,0,1,0
3682,0,0,1
3683,0,0,1
3684,0,1,0
3685,0,1,0
3686,1,0,0
3687,0,1,0
3688,0,1,0
3689,0,0,1
3690,1,0,0
3691,0,0,1
3692,0,1,0
3693,0,1,0
3694,1,0,0
3695,0,1,0
3696,0,0,1
3697,0,0,1
3698,1,0,0
3699,0,1,0
3700,0,1,0
3701,1,0,0
3702,0,0,1
3703,0,0,1
3704,0,0,1
3705,0,0,1
3706,0,1,0
3707,0,1,0
3708,0,0,1
3709,0,1,0
3710,1,0,0
3711,0,1,0
3712,0,1,0
3713,0,1,0
3714,0,0,1
3715,0,0,1
3716,0,1,0
3717,0,1,0
3718,1,0,0
3719,1,0,0
3720,0,1,0
3721,0,1,0
3722,0,1,0
3723,0,1,0
3724,0,0,1
3725,0,1,0
3726,0,1,0
3727,1,0,0
3728,0,1,0
3729,0,0,1
3730,1,0,0
3731,0,1,0
3732,1,0,0
3733,0,0,1
3734,1,0,0
3735,0,0,1
3736,0,1,0
3737,1,0,0
3738,1,0,0
3739,1,0,0
3740,0,0,1
3741,0,1,0
3742,1,0,0
3743,0,0,1
3744,1,0,0
3745,0,1,0
3746,0,1,0
3747,1,0,0
3748,0,0,1
3749,0,1,0
3750,0,0,1
3751,0,0,1
3752,1,0,0
3753,0,0,1
3754,0,1,0
3755,0,0,1
3756,1,0,0
3757,1,0,0
3758,0,1,0
3759,0,1,0
3760,1,0,0
3761,0,1,0
3762,0,1,0
3763,0,1,0
3764,0,0,1
3765,0,1,0
3766,0,0,1
3767,0,0,1
3768,0,1,0
3769,0,1,0
3770,1,0,0
3771,1,0,0
3772,0,1,0
3773,0,0,1
3774,0,0,1
3775,0,1,0
3776,0,1,0
3777,0,1,0
3778,0,0,1
3779,0,1,0
3780,0,1,0
3781,1,0,0
3782,0,1,0
3783,1,0,0
3784,0,1,0
3785,0,1,0
3786,0,0,1
3787,1,0,0
3788,0,1,0
3789,0,1,0
3790,0,0,1
3791,1,0,0
3792,0,0,1
3793,0,0,1
3794,0,1,0
3795,0,1,0
3796,0,1,0
3797,0,1,0
3798,0,1,0
3799,0,0,1
3800,0,1,0
3801,0,1,0
3802,0,1,0
3803,0,1,0
3804,0,0,1
3805,1,0,0
3806,0,1,0
3807,0,0,1
3808,1,0,0
3809,0,0,1
3810,1,0,0
3811,1,0,0
3812,0,1,0
3813,0,1,0
3814,0,1,0
3815,0,1,0
3816,0,1,0
3817,0,1,0
3818,0,1,0
3819,0,0,1
3820,0,0,1
3821,0,1,0
3822,0,1,0
3823,0,0,1
3824,0,1,0
3825,1,0,0
3826,0,0,1
3827,1,0,0
3828,0,0,1
3829,1,0,0
3830,0,1,0
3831,0,1,0
3832,0,1,0
3833,0,0,1
3834,0,1,0
3835,1,0,0
3836,0,0,1
3837,0,1,0
3838,0,1,0
3839,0,1,0
3840,0,1,0
3841,0,1,0
3842,1,0,0
3843,1,0,0
3844,0,1,0
3845,0,0,1
3846,0,0,1
3847,0,1,0
3848,0,1,0
3849,0,1,0
3850,0,0,1
3851,0,1,0
3852,0,1,0
3853,1,0,0
3854,0,0,1
3855,1,0,0
3856,0,1,0
3857,0,0,1
3858,0,0,1
3859,0,0,1
3860,0,1,0
3861,0,1,0
3862,1,0,0
3863,0,1,0
3864,1,0,0
3865,1,0,0
3866,1,0,0
3867,0,0,1
3868,0,1,0
3869,1,0,0
3870,0,0,1
3871,1,0,0
3872,0,1,0
3873,0,1,0
3874,0,0,1
3875,1,0,0
3876,0,1,0
3877,1,0,0
3878,0,1,0
3879,0,1,0
3880,0,0,1
3881,0,0,1
3882,0,1,0
3883,1,0,0
3884,0,1,0
3885,1,0,0
3886,1,0,0
3887,0,1,0
3888,1,0,0
3889,0,0,1
3890,1,0,0
3891,0,0,1
3892,1,0,0
3893,1,0,0
3894,0,1,0
3895,0,1,0
3896,0,1,0
3897,1,0,0
3898,0,1,0
3899,1,0,0
3900,1,0,0
3901,0,1,0
3902,1,0,0
3903,0,1,0
3904,0,1,0
3905,1,0,0
3906,1,0,0
3907,0,0,1
3908,0,0,1
3909,0,0,1
3910,1,0,0
3911,0,1,0
3912,1,0,0
3913,1,0,0
3914,0,1,0
3915,0,0,1
3916,1,0,0
3917,0,1,0
3918,0,0,1
3919,0,0,1
3920,0,1,0
3921,1,0,0
3922,1,0,0
3923,0,0,1
3924,0,1,0
3925,0,1,0
3926,0,0,1
3927,1,0,0
3928,0,1,0
3929,0,1,0
3930,1,0,0
3931,0,1,0
3932,1,0,0
3933,0,0,1
3934,1,0,0
3935,0,1,0
3936,1,0,0
3937,0,0,1
3938,0,1,0
3939,1,0,0
3940,0,1,0
3941,0,0,1
3942,1,0,0
3943,0,0,1
3944,1,0,0
3945,1,0,0
3946,0,1,0
3947,1,0,0
3948,0,0,1
3949,0,1,0
3950,1,0,0
3951,0,0,1
3952,0,1,0
3953,0,1,0
3954,0,1,0
3955,0,1,0
3956,0,1,0
3957,1,0,0
3958,0,1,0
3959,0,0,1
3960,1,0,0
3961,0,1,0
3962,0,0,1
3963,1,0,0
3964,1,0,0
3965,0,1,0
3966,0,1,0
3967,0,1,0
3968,1,0,0
3969,0,1,0
3970,1,0,0
3971,0,1,0
3972,0,1,0
3973,1,0,0
3974,0,0,1
3975,0,1,0
3976,0,1,0
3977,0,0,1
3978,0,1,0
3979,1,0,0
3980,0,1,0
3981,0,1,0
3982,1,0,0
3983,1,0,0
3984,0,1,0
3985,0,1,0
3986,1,0,0
3987,0,1,0
3988,0,1,0
3989,0,1,0
3990,0,0,1
3991,1,0,0
3992,0,1,0
3993,0,1,0
3994,0,1,0
3995,0,0,1
3996,0,0,1
3997,0,1,0
3998,1,0,0
3999,0,1,0
4000,0,1,0
4001,0,1,0
4002,1,0,0
4003,1,0,0
4004,0,1,0
4005,0,0,1
4006,0,1,0
4007,0,0,1
4008,0,0,1
4009,1,0,0
4010,0,0,1
4011,1,0,0
4012,0,1,0
4013,0,0,1
4014,0,1,0
4015,0,1,0
4016,1,0,0
4017,0,0,1
4018,1,0,0
4019,1,0,0
4020,0,0,1
4021,0,1,0
4022,1,0,0
4023,0,0,1
4024,1,0,0
4025,1,0,0
4026,0,0,1
4027,1,0,0
4028,0,1,0
4029,1,0,0
4030,1,0,0
4031,1,0,0
4032,1,0,0
4033,0,1,0
4034,0,0,1
4035,0,1,0
4036,0,0,1
4037,0,1,0
4038,1,0,0
4039,0,1,0
4040,1,0,0
4041,0,0,1
4042,0,1,0
4043,0,1,0
4044,0,1,0
4045,0,1,0
4046,0,1,0
4047,1,0,0
4048,1,0,0
4049,0,0,1
4050,1,0,0
4051,0,0,1
4052,0,1,0
4053,0,0,1
4054,0,1,0
4055,1,0,0
4056,1,0,0
4057,0,0,1
4058,0,1,0
4059,0,0,1
4060,1,0,0
4061,0,1,0
4062,0,1,0
4063,0,1,0
4064,0,0,1
4065,0,0,1
4066,1,0,0
4067,0,1,0
4068,1,0,0
4069,1,0,0
4070,1,0,0
4071,0,1,0
4072,0,1,0
4073,1,0,0
4074,0,0,1
4075,0,1,0
4076,0,1,0
4077,0,1,0
4078,1,0,0
4079,0,1,0
4080,0,0,1
4081,0,1,0
4082,0,1,0
4083,0,1,0
4084,0,1,0
4085,1,0,0
4086,0,1,0
4087,1,0,0
4088,0,1,0
4089,0,1,0
4090,1,0,0
4091,0,0,1
4092,0,1,0
4093,0,0,1
4094,1,0,0
4095,0,1,0
4096,1,0,0
4097,0,0,1
4098,0,0,1
4099,0,0,1
4100,0,0,1
4101,1,0,0
4102,1,0,0
4103,0,1,0
4104,1,0,0
4105,0,0,1
4106,0,1,0
4107,0,0,1
4108,0,1,0
4109,0,1,0
4110,0,1,0
4111,1,0,0
4112,1,0,0
4113,1,0,0
4114,0,1,0
4115,0,1,0
4116,1,0,0
4117,0,0,1
4118,0,0,1
4119,0,1,0
4120,1,0,0
4121,0,1,0
4122,1,0,0
4123,0,1,0
4124,1,0,0
4125,1,0,0
4126,0,0,1
4127,0,1,0
4128,0,0,1
4129,1,0,0
4130,0,1,0
4131,0,1,0
4132,1,0,0
4133,1,0,0
4134,0,1,0
4135,0,0,1
4136,0,1,0
4137,0,0,1
4138,1,0,0
4139,0,1,0
4140,0,0,1
4141,0,0,1
4142,0,0,1
4143,0,1,0
4144,0,1,0
4145,0,1,0
4146,0,0,1
4147,1,0,0
4148,0,1,0
4149,0,0,1
4150,1,0,0
4151,1,0,0
4152,0,0,1
4153,1,0,0
4154,0,1,0
4155,0,0,1
4156,1,0,0
4157,0,0,1
4158,0,0,1
4159,1,0,0
4160,1,0,0
4161,1,0,0
4162,0,0,1
4163,0,1,0
4164,1,0,0
4165,0,1,0
4166,0,1,0
4167,1,0,0
4168,0,1,0
4169,0,0,1
4170,1,0,0
4171,0,1,0
4172,1,0,0
4173,0,1,0
4174,0,0,1
4175,0,1,0
4176,0,0,1
4177,0,1,0
4178,0,1,0
4179,0,1,0
4180,0,0,1
4181,1,0,0
4182,0,1,0
4183,0,1,0
4184,0,1,0
4185,0,1,0
4186,0,0,1
4187,0,0,1
4188,1,0,0
4189,0,0,1
4190,0,0,1
4191,0,0,1
4192,0,1,0
4193,0,0,1
4194,0,1,0
4195,0,1,0
4196,1,0,0
4197,0,0,1
4198,0,0,1
4199,1,0,0
4200,0,1,0
4201,0,1,0
4202,0,0,1
4203,0,1,0
4204,0,1,0
4205,0,1,0
4206,0,1,0
4207,0,1,0
4208,0,1,0
4209,1,0,0
4210,0,0,1
4211,0,1,0
4212,0,1,0
4213,0,0,1
4214,0,1,0
4215,0,1,0
4216,0,0,1
4217,1,0,0
4218,0,0,1
4219,0,1,0
4220,0,1,0
4221,1,0,0
4222,0,1,0
4223,1,0,0
4224,0,1,0
4225,0,1,0
4226,1,0,0
4227,0,1,0
4228,0,1,0
4229,0,1,0
4230,0,0,1
4231,0,1,0
4232,1,0,0
4233,0,0,1
4234,0,1,0
4235,1,0,0
4236,1,0,0
4237,0,0,1
4238,0,1,0
4239,1,0,0
4240,1,0,0
4241,0,0,1
4242,1,0,0
4243,0,1,0
4244,0,1,0
4245,0,1,0
4246,0,1,0
4247,1,0,0
4248,1,0,0
4249,0,1,0
4250,0,1,0
4251,1,0,0
4252,0,1,0
4253,0,0,1
4254,0,0,1
4255,0,0,1
4256,1,0,0
4257,0,1,0
4258,0,1,0
4259,1,0,0
4260,1,0,0
4261,1,0,0
4262,0,1,0
4263,1,0,0
4264,0,0,1
4265,0,0,1
4266,1,0,0
4267,0,0,1
4268,0,0,1
4269,0,0,1
4270,0,1,0
4271,0,0,1
4272,0,0,1
4273,0,1,0
4274,0,1,0
4275,1,0,0
4276,1,0,0
4277,1,0,0
4278,0,1,0
4279,0,1,0
4280,1,0,0
4281,1,0,0
4282,0,0,1
4283,0,1,0
4284,0,1,0
4285,0,1,0
4286,0,0,1
4287,1,0,0
4288,1,0,0
4289,0,1,0
4290,1,0,0
4291,1,0,0
4292,0,1,0
4293,1,0,0
4294,0,1,0
4295,0,0,1
4296,1,0,0
4297,0,1,0
4298,0,1,0
4299,0,1,0
4300,0,0,1
4301,0,0,1
4302,0,1,0
4303,0,1,0
4304,1,0,0
4305,1,0,0
4306,1,0,0
4307,0,1,0
4308,0,1,0
4309,0,1,0
4310,0,1,0
4311,0,0,1
4312,1,0,0
4313,1,0,0
4314,0,0,1
4315,0,1,0
4316,0,0,1
4317,0,1,0
4318,0,0,1
4319,1,0,0
4320,0,1,0
4321,0,1,0
4322,0,0,1
4323,0,0,1
4324,1,0,0
4325,0,0,1
4326,1,0,0
4327,1,0,0
4328,0,1,0
4329,0,1,0
4330,0,0,1
4331,0,1,0
4332,0,1,0
4333,0,1,0
4334,0,1,0
4335,1,0,0
4336,1,0,0
4337,0,0,1
4338,0,1,0
4339,1,0,0
4340,0,0,1
4341,0,0,1
4342,0,1,0
4343,0,1,0
4344,0,1,0
4345,0,0,1
4346,0,1,0
4347,0,1,0
4348,0,0,1
4349,1,0,0
4350,1,0,0
4351,0,0,1
4352,1,0,0
4353,0,1,0
4354,0,1,0
4355,0,1,0
4356,0,0,1
4357,1,0,0
4358,0,0,1
4359,1,0,0
4360,1,0,0
4361,0,0,1
4362,0,0,1
4363,0,0,1
4364,1,0,0
4365,0,1,0
4366,1,0,0
4367,0,0,1
4368,0,0,1
4369,1,0,0
4370,1,0,0
4371,0,1,0
4372,1,0,0
4373,1,0,0
4374,0,0,1
4375,1,0,0
4376,0,0,1
4377,1,0,0
4378,1,0,0
4379,0,0,1
4380,1,0,0
4381,1,0,0
4382,0,1,0
4383,0,1,0
4384,1,0,0
4385,1,0,0
4386,1,0,0
4387,0,0,1
4388,1,0,0
4389,0,0,1
4390,0,1,0
4391,0,1,0
4392,1,0,0
4393,1,0,0
4394,0,1,0
4395,0,0,1
4396,0,1,0
4397,1,0,0
4398,1,0,0
4399,0,1,0
4400,1,0,0
4401,0,0,1
4402,0,1,0
4403,1,0,0
4404,0,1,0
4405,0,1,0
4406,0,1,0
4407,1,0,0
4408,0,1,0
4409,0,0,1
4410,0,0,1
4411,0,1,0
4412,0,1,0
4413,1,0,0
4414,0,1,0
4415,1,0,0
4416,1,0,0
4417,0,1,0
4418,0,0,1
4419,0,1,0
4420,0,0,1
4421,1,0,0
4422,0,0,1
4423,1,0,0
4424,0,1,0
4425,0,1,0
4426,0,0,1
4427,0,0,1
4428,0,0,1
4429,0,1,0
4430,0,0,1
4431,1,0,0
4432,0,0,1
4433,1,0,0
4434,0,1,0
4435,0,0,1
4436,0,1,0
4437,0,1,0
4438,0,1,0
4439,0,1,0
4440,0,1,0
4441,0,0,1
4442,0,1,0
4443,1,0,0
4444,1,0,0
4445,0,1,0
4446,0,1,0
4447,0,1,0
4448,1,0,0
4449,1,0,0
4450,1,0,0
4451,1,0,0
4452,1,0,0
4453,1,0,0
4454,1,0,0
4455,0,0,1
4456,0,1,0
4457,0,1,0
4458,0,1,0
4459,0,1,0
4460,0,0,1
4461,1,0,0
4462,0,1,0
4463,0,1,0
4464,0,1,0
4465,0,1,0
4466,0,1,0
4467,0,1,0
4468,0,1,0
4469,0,1,0
4470,0,0,1
4471,0,1,0
4472,0,0,1
4473,1,0,0
4474,0,1,0
4475,1,0,0
4476,1,0,0
4477,0,1,0
4478,0,1,0
4479,0,1,0
4480,0,1,0
4481,0,0,1
4482,0,1,0
4483,0,1,0
4484,0,1,0
4485,1,0,0
4486,1,0,0
4487,1,0,0
4488,0,1,0
4489,0,0,1
4490,0,1,0
4491,0,1,0
4492,1,0,0
4493,0,1,0
4494,0,1,0
4495,0,0,1
4496,1,0,0
4497,1,0,0
4498,1,0,0
4499,0,1,0
4500,0,1,0
4501,0,0,1
4502,1,0,0
4503,0,0,1
4504,0,0,1
4505,0,0,1
4506,1,0,0
4507,0,1,0
4508,1,0,0
4509,0,1,0
4510,0,1,0
4511,0,0,1
4512,1,0,0
4513,0,1,0
4514,0,1,0
4515,0,1,0
4516,1,0,0
4517,0,0,1
4518,0,1,0
4519,1,0,0
4520,0,1,0
4521,0,1,0
4522,0,1,0
4523,0,0,1
4524,1,0,0
4525,0,0,1
4526,0,0,1
4527,0,1,0
4528,1,0,0
4529,1,0,0
4530,0,0,1
4531,0,0,1
4532,0,0,1
4533,0,1,0
4534,0,1,0
4535,0,0,1
4536,0,0,1
4537,1,0,0
4538,0,0,1
4539,1,0,0
4540,1,0,0
4541,0,1,0
4542,0,1,0
4543,0,0,1
4544,0,1,0
4545,0,1,0
4546,0,1,0
4547,0,1,0
4548,0,0,1
4549,1,0,0
4550,0,1,0
4551,0,1,0
4552,0,1,0
4553,0,1,0
4554,0,0,1
4555,0,0,1
4556,0,1,0
4557,0,1,0
4558,0,1,0
4559,0,0,1
4560,0,1,0
4561,0,0,1
4562,0,1,0
4563,1,0,0
4564,0,0,1
4565,1,0,0
4566,0,1,0
4567,0,0,1
4568,0,0,1
4569,1,0,0
4570,0,0,1
4571,0,1,0
4572,0,1,0
4573,0,1,0
4574,0,0,1
4575,0,0,1
4576,0,1,0
4577,0,1,0
4578,1,0,0
4579,0,1,0
4580,0,1,0
4581,1,0,0
4582,1,0,0
4583,0,0,1
4584,0,1,0
4585,0,1,0
4586,0,1,0
4587,1,0,0
4588,0,1,0
4589,0,1,0
4590,1,0,0
4591,1,0,0
4592,0,0,1
4593,1,0,0
4594,0,0,1
4595,0,0,1
4596,1,0,0
4597,0,0,1
4598,0,1,0
4599,0,1,0
4600,1,0,0
4601,1,0,0
4602,1,0,0
4603,0,0,1
4604,0,1,0
4605,0,0,1
4606,0,0,1
4607,0,1,0
4608,1,0,0
4609,0,0,1
4610,1,0,0
4611,0,0,1
4612,0,0,1
4613,1,0,0
4614,0,1,0
4615,0,0,1
4616,1,0,0
4617,0,1,0
4618,1,0,0
4619,0,0,1
4620,0,1,0
4621,0,0,1
4622,0,0,1
4623,1,0,0
4624,1,0,0
4625,0,0,1
4626,0,1,0
4627,0,0,1
4628,0,1,0
4629,1,0,0
4630,0,0,1
4631,0,0,1
4632,1,0,0
4633,0,0,1
4634,0,0,1
4635,0,1,0
4636,0,1,0
4637,0,1,0
4638,0,1,0
4639,0,0,1
4640,0,0,1
4641,0,0,1
4642,0,1,0
4643,0,1,0
4644,0,1,0
4645,0,1,0
4646,0,0,1
4647,0,1,0
4648,1,0,0
4649,1,0,0
4650,0,0,1
4651,0,1,0
4652,1,0,0
4653,0,1,0
4654,0,0,1
4655,1,0,0
4656,0,0,1
4657,0,0,1
4658,0,1,0
4659,0,0,1
4660,0,1,0
4661,0,1,0
4662,0,1,0
4663,0,1,0
4664,0,1,0
4665,1,0,0
4666,1,0,0
4667,0,1,0
4668,0,0,1
4669,0,1,0
4670,1,0,0
4671,0,1,0
4672,0,1,0
4673,0,1,0
4674,1,0,0
4675,1,0,0
4676,0,1,0
4677,0,1,0
4678,0,1,0
4679,0,0,1
4680,0,1,0
4681,1,0,0
4682,0,1,0
4683,0,0,1
4684,0,1,0
4685,0,0,1
4686,0,0,1
4687,0,1,0
4688,1,0,0
4689,1,0,0
4690,0,1,0
4691,0,1,0
4692,1,0,0
4693,1,0,0
4694,0,0,1
4695,0,0,1
4696,0,1,0
4697,0,0,1
4698,1,0,0
4699,0,1,0
4700,0,1,0
4701,0,0,1
4702,0,0,1
4703,1,0,0
4704,0,0,1
4705,1,0,0
4706,0,0,1
4707,0,1,0
4708,1,0,0
4709,0,1,0
4710,0,1,0
4711,0,1,0
4712,1,0,0
4713,0,0,1
4714,0,1,0
4715,0,1,0
4716,1,0,0
4717,0,0,1
4718,0,0,1
4719,0,1,0
4720,1,0,0
4721,1,0,0
4722,0,1,0
4723,0,0,1
4724,0,0,1
4725,0,0,1
4726,0,0,1
4727,0,1,0
4728,0,0,1
4729,1,0,0
4730,0,1,0
4731,0,0,1
4732,0,1,0
4733,0,1,0
4734,1,0,0
4735,0,1,0
4736,0,1,0
4737,0,1,0
4738,0,1,0
4739,0,1,0
4740,0,1,0
4741,1,0,0
4742,1,0,0
4743,0,1,0
4744,0,1,0
4745,0,1,0
4746,0,0,1
4747,0,0,1
4748,1,0,0
4749,1,0,0
4750,0,1,0
4751,0,0,1
4752,0,0,1
4753,0,1,0
4754,1,0,0
4755,0,0,1
4756,0,0,1
4757,0,1,0
4758,0,0,1
4759,0,0,1
4760,0,1,0
4761,0,1,0
4762,0,1,0
4763,1,0,0
4764,0,0,1
4765,1,0,0
4766,0,1,0
4767,0,0,1
4768,1,0,0
4769,0,0,1
4770,0,0,1
4771,1,0,0
4772,0,1,0
